BeamWidth,4,5,6,7,8,9,10
5,0.0012930631637573242,0.0019729137420654297,0.002466559410095215,0.003091096878051758,0.004926323890686035,0.005609750747680664,0.004898786544799805
10,0.002174973487854004,0.0034085512161254883,0.004310965538024902,0.006677746772766113,0.009858131408691406,0.010984659194946289,0.010244250297546387
15,0.003010272979736328,0.0052460432052612305,0.006505131721496582,0.009551286697387695,0.01358342170715332,0.015547871589660645,0.01592731475830078
20,0.0038951635360717773,0.007015109062194824,0.0089949369430542,0.013038158416748047,0.018454790115356445,0.020561575889587402,0.023037195205688477
25,0.004641175270080566,0.008931398391723633,0.011930584907531738,0.01623070240020752,0.023236989974975586,0.026441574096679688,0.031145930290222168
